ASSET_CLASS,ASSET_CD,LOCATION_DETAIL,STEWARD,MAINTAINED_BY,MAINT_INFO,LIFE_CYCLE_STATUS,MGMT_NUM,ASSET_TYPE,TYPE_DESCRIPTION,MINORTYPE,MANUFACTURER,COUNT_BABY_SWING,COUNT_SR_SWING,COUNT_HANDICAP_SWING,COUNT_TIRE_SWING,COUNT_SAUCER_SWING,COUNT_PONY_SWING,INCLUSIVE,EQUIPMENT_AGE_CLASS,POINT
,ARB012,115 ARBOUR LAKE RI NW,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,3,CLIMBER,DOME NET OR WEB CLIMBER,PARK N PLAY DESIGN,,,,,,,NO,,POINT (-114.2140389 51.1306891)
PM IS J THOMPSON; TO BE FACD 2022/09/23,MOP775,,CALGARY PARKS,DEVELOPER CONSTRUCTION,LOG STEPPER; 7 PIECES,INSTALLED,,3,CLIMBER,WOODEN CLIMBER,HABITAT,,,,,,,NO,,POINT (-114.07566 51.0702355)
XX ACR 2,KCA001,,CALGARY PARKS,CALGARY PARKS,JUNIOR; NOT PART OF AGREEMENT,ACTIVE,,5,SPINNING TOY,CUP BOWL OR TUB,,,,,,,,,JUNIOR,POINT (-114.1346056 51.1663636)
2024-01-29: MOVED TO PG EQUIPMENT AS PER A KOCHANCZYK. INFRASTRUCTIRE LEAD,WES099,,CALGARY PARKS,CALGARY PARKS,PULL-UP BARS,ACTIVE,,16,FITNESS EQUIPMENT,NO BREAKDOWN,,,,,,,,,,POINT (-113.970411 51.1032538)
,WIL178,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,320178,1,SWING,NO BREAKDOWN,LITTLE TIKES,1,1,0,0,0,0,,COMBINED,POINT (-114.0444116 50.9558097)
PLASTIC,CHA284,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,330284,3,CLIMBER,VERTICAL LADDER CLIMBER,,,,,,,,,SENIOR,POINT (-114.0296604 50.8800821)
,BOW172,,CALGARY BOARD OF EDUCATION,CALGARY PARKS AND SCHOOL,JUNIOR/SENIOR,ACTIVE,120172,7,TEETER TOTTER SEESAW,FULCRUM,BLUE IMP,,,,,,,NO,COMBINED,POINT (-114.2119368 51.0916459)
,COA786,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,15,SPRING TOY,VEHICLE,GAMETIME,,,,,,,,,POINT (-114.1763223 51.0568491)
2024-01-29: MOVED TO PG EQUIPMENT AS PER A KOCHANCZYK. INFRASTRUCTIRE LEAD,DOV769,,CALGARY PARKS,CALGARY PARKS,STAIR CLIMBER,ACTIVE,,16,FITNESS EQUIPMENT,NO BREAKDOWN,,,,,,,,,,POINT (-113.9874527 51.0301217)
,NOL017,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,15,SPRING TOY,ANIMAL,,,,,,,,,,POINT (-114.168235 51.1758349)
4 SEATER,SIL258,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,120258,7,TEETER TOTTER SEESAW,SPRING TEETER,,,,,,,,,JUNIOR,POINT (-114.1851764 51.1090579)
,ABB569,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,360569,9,MULTI PLAY COMPLEX,NO BREAKDOWN,BLUE IMP,,,,,,,,SENIOR,POINT (-113.925679 51.0548026)
,PIN033,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,160033,2,SLIDE,STRAIGHT SLIDE,,,,,,,,,JUNIOR,POINT (-113.9483226 51.0794197)
,CRM306,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,430306,9,MULTI PLAY COMPLEX,NO BREAKDOWN,BLUE IMP,,,,,,,,COMBINED,POINT (-114.2651938 51.0822912)
,CRA081,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,1,SWING,NO BREAKDOWN,KOMPAN,1,1,1,,1,,NO,,POINT (-113.977835 50.8628959)
,DAL070,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,170070,3,CLIMBER,BILLY GOAT BRIDGE,BLUE IMP,,,,,,,NO,JUNIOR,POINT (-114.1632762 51.1173001)
,WGT762,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,430762,9,MULTI PLAY COMPLEX,NO BREAKDOWN,LITTLE TIKES,,,,,,,NO,SENIOR,POINT (-114.1578194 51.0443669)
,WHL500,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,11,TALK TUBE,NO BREAKDOWN,HENDERSON,,,,,,,YES,,POINT (-114.1258785 51.0567286)
acr 3,BOW220,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,120220,1,SWING,NO BREAKDOWN,BLUE IMP,0,0,0,1,0,0,,SENIOR,POINT (-114.2226923 51.0980198)
,FAL086,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,5,SPINNING TOY,FLAT DISC OR MERRY GO ROUND,,0,0,0,0,0,0,,SENIOR,POINT (-113.9468165 51.1047611)
,CAN341,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,310341,15,SPRING TOY,TO BE IDENTIFIED,,,,,,,,,SENIOR,POINT (-114.0739638 50.9407894)
,SSD473,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,450473,1,SWING,NO BREAKDOWN,LITTLE TIKES,2,2,0,0,0,0,NO,COMBINED,POINT (-114.0760515 51.0601114)
,MCT831,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,,SENIOR,POINT (-113.9622417 50.9101972)
,MCK721,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,PARK N PLAY DESIGN,,,,,,,NO,,POINT (-113.9856885 50.9253017)
,CGR206,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,430206,9,MULTI PLAY COMPLEX,NO BREAKDOWN,LITTLE TIKES,,,,,,,NO,SENIOR,POINT (-114.202435 51.069075)
CASTLE PLAY STRUCTURE,MCT778,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,340778,9,MULTI PLAY COMPLEX,NO BREAKDOWN,LITTLE TIKES,,,,,,,,SENIOR,POINT (-113.9685254 50.9250546)
,COV098,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,150098,9,MULTI PLAY COMPLEX,NO BREAKDOWN,HENDERSON,,,,,,,,SENIOR,POINT (-114.0649207 51.1639603)
,WHI017,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,140017,1,SWING,NO BREAKDOWN,BLUE IMP,1,1,0,0,0,0,,SENIOR,POINT (-113.9753342 51.0894574)
METAL & PLASTIC,DDG724,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,340724,9,MULTI PLAY COMPLEX,NO BREAKDOWN,LITTLE TIKES,,,,,,,,SENIOR,POINT (-114.0073822 50.9561008)
,SCE359,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,120359,15,SPRING TOY,ANIMAL,PLAYWORLD,,,,,,,NO,COMBINED,POINT (-114.2228786 51.123244)
2024-01-29: MOVED TO PG EQUIPMENT AS PER A KOCHANCZYK. INFRASTRUCTIRE LEAD,POI503,,CALGARY PARKS,CALGARY PARKS,GREENWAY; NORWELL TWISTER; WAITING FOR PAPERWORK; ROTARY MATTAMY GREENWAY TOURMALINE OUTDOOR FITNESS PARK,ACTIVE,,16,FITNESS EQUIPMENT,NO BREAKDOWN,,,,,,,,,,POINT (-114.1520279 51.0637075)
,SIG745,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,440745,7,TEETER TOTTER SEESAW,SPRING TEETER,LITTLE TIKES,,,,,,,NO,JUNIOR,POINT (-114.183696 51.0161659)
,WSP004,,CALGARY PARKS,CALGARY PARKS,LOG,ACTIVE,,4,STATIONARY TOY,STEPPING LOGS,,,,,,,,NO,,POINT (-114.2082393 51.0616624)
,REN791,,CALGARY PARKS,CALGARY PARKS,JUNIOR; PLAY PANEL PUZZLE BOX,ACTIVE,450791,4,STATIONARY TOY,PLAY PANEL,PLAYWORLD,,,,,,,,JUNIOR,POINT (-114.0443988 51.0597951)
,FAL088,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,1,SWING,NO BREAKDOWN,,,,,1,,,,SENIOR,POINT (-113.94291 51.1073577)
,TEM153,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,140152,2,SLIDE,STRAIGHT SLIDE,,,,,,,,,JUNIOR,POINT (-113.9469746 51.0883077)
,EVN272,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,110272,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,,JUNIOR,POINT (-114.1080754 51.1713079)
,SDC624,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,14,TRIPLE HOOP BALL TOSS,NO BREAKDOWN,,,,,,,,,SENIOR,POINT (-114.0403667 50.8940632)
,SIL264,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,,,POINT (-114.2064365 51.1045402)
,TAR318,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,5,SPINNING TOY,FLAT DISC OR MERRY GO ROUND,LITTLE TYKES,,,,,,,YES,COMBINED,POINT (-113.9276368 51.1182161)
,SPH015,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,440015,1,SWING,NO BREAKDOWN,BLUE IMP,1,1,0,0,0,0,NO,COMBINED,POINT (-114.1972525 51.0187168)
,WGT764,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,,3,CLIMBER,DOME NET OR WEB CLIMBER,DYNAMO,,,,,,,NO,COMBINED,POINT (-114.1637896 51.0486225)
,LKB459,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,320459,1,SWING,NO BREAKDOWN,,0,0,0,1,0,0,,SENIOR,POINT (-114.0381121 50.9409263)
ACR 2 FL ACR 2,ING018,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,420018,1,SWING,NO BREAKDOWN,BLUE IMP,0,0,0,1,0,0,,SENIOR,POINT (-114.0322172 51.0380655)
,ALP003,,CALGARY PARKS,DEVELOPER CONSTRUCTION,,INSTALLED,,1,SWING,NO BREAKDOWN,,,,,,,,NO,,POINT (-114.1473457 50.9174579)
,RAN034,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,110034,15,SPRING TOY,ANIMAL,,,,,,,,,JUNIOR,POINT (-114.1845927 51.1158663)
"HELICOPTER
XX ACR 2",OGD806,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,,15,SPRING TOY,VEHICLE,PLAYCRAFT,,,,,,,,JUNIOR,POINT (-114.0037199 50.9872059)
,HID533,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,110533,9,MULTI PLAY COMPLEX,NO BREAKDOWN,LITTLE TIKES,,,,,,,,SENIOR,POINT (-114.1250687 51.1495277)
,QLD522,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,320522,1,SWING,NO BREAKDOWN,,0,2,0,0,0,0,,SENIOR,POINT (-114.0288137 50.9385383)
,EVE103,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,330103,15,SPRING TOY,ANIMAL,LITTLE TIKES,,,,,,,,JUNIOR,POINT (-114.1028204 50.9128799)
,DOV760,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,350760,7,TEETER TOTTER SEESAW,STANDING TEETER,,,,,,,,,SENIOR,POINT (-113.9791001 51.0262146)
,PIN034,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,160034,2,SLIDE,SPIRAL SLIDE,,,,,,,,,SENIOR,POINT (-113.9515469 51.0795187)
,DDG595,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,,SENIOR,POINT (-114.0114652 50.9475747)
,EVE965,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,,5,SPINNING TOY,CUP BOWL OR TUB,,,,,,,,,JUNIOR,POINT (-114.1146042 50.9178111)
,CIT366,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,110366,7,TEETER TOTTER SEESAW,SPRING TEETER,BLUE IMP,,,,,,,,JUNIOR,POINT (-114.1940101 51.1440768)
,MON241,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,450241,7,TEETER TOTTER SEESAW,SPRING TEETER,BELAIR,,,,,,,,JUNIOR,POINT (-114.1604558 51.0800514)
,LKV506,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,440506,7,TEETER TOTTER SEESAW,FULCRUM,BLUE IMP,,,,,,,,SENIOR,POINT (-114.1196551 50.99284)
,MRN003,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,4,STATIONARY TOY,PLAY PANEL,HABITAT SYSTEMS,,,,,,,NO,,POINT (-114.1150844 51.1846898)
,ALT701,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,4,STATIONARY TOY,MUSIC - FLOWER,,,,,,,,YES,JUNIOR,POINT (-114.0902994 51.0093695)
XX ACR 2,WHL273,,CALGARY PARKS,CALGARY PARKS,JUNIOR; CHIPMUNK RIDER,ACTIVE,,15,SPRING TOY,ANIMAL,,,,,,,,,JUNIOR,POINT (-114.1131565 51.0499953)
,BED598,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,150598,7,TEETER TOTTER SEESAW,FULCRUM,BLUE IMP,,,,,,,,COMBINED,POINT (-114.1030255 51.1280904)
MUSCLE BUILDER,TEM054,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,140054,3,CLIMBER,HORIZONTAL CLIMBER,,,,,,,,,SENIOR,POINT (-113.9422765 51.0916817)
,HAR850,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,11,TALK TUBE,NO BREAKDOWN,GAMETIME,,,,,,,,SENIOR,POINT (-114.0621581 51.1428707)
,EDG833,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,170833,1,SWING,NO BREAKDOWN,LITTLE TIKES,1,1,0,0,0,0,,COMBINED,POINT (-114.1299655 51.1398536)
METAL,CAN336,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,310336,7,TEETER TOTTER SEESAW,FULCRUM,BLUE IMP,,,,,,,,SENIOR,POINT (-114.0755428 50.9477203)
ADJUST SPATIAL WHEN DAS AVAILABLE,12B001,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,3,CLIMBER,WOODEN CLIMBER,,,,,,,,NO,,POINT (-113.903407 50.9370564)
,GDL818,,CALGARY PARKS,CALGARY PARKS AND OTHER BU,JUNIOR,ACTIVE,430818,15,SPRING TOY,ANIMAL,BLUE IMP,,,,,,,NO,JUNIOR,POINT (-114.1520774 51.0328934)
,WIL168,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,320168,15,SPRING TOY,ANIMAL,LITTLE TIKES,,,,,,,,JUNIOR,POINT (-114.0661437 50.9615341)
,RUN264,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,,7,TEETER TOTTER SEESAW,FULCRUM,,0,0,0,0,0,0,,JUNIOR,POINT (-113.97274 51.0682582)
,EVE954,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,,5,SPINNING TOY,CUP BOWL OR TUB,GAME TIME,,,,,,,,JUNIOR,POINT (-114.0995407 50.9267326)
,DRG552,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,320552,1,SWING,NO BREAKDOWN,,2,2,0,0,0,0,,COMBINED,POINT (-114.0226814 50.922896)
,MRL520,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,360520,15,SPRING TOY,VEHICLE,LITTLE TIKES,,,,,,,,JUNIOR,POINT (-113.9625064 51.0580442)
,GDL611,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,440611,2,SLIDE,STRAIGHT SLIDE,BLUE IMP,,,,,,,NO,SENIOR,POINT (-114.1471706 51.0292033)
,ING014,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,,1,SWING,NO BREAKDOWN,,2,,,,,,,JUNIOR,POINT (-114.0395466 51.0436977)
,RUN274,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,160274,7,TEETER TOTTER SEESAW,FULCRUM,,,,,,,,,JUNIOR,POINT (-113.9608798 51.0780739)
,HAW068,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,110068,12,DIGGING TOY,NO BREAKDOWN,BELAIR,,,,,,,NO,JUNIOR,POINT (-114.184621 51.1342279)
9/15/2020: ASSETS ADDED FOR INSPECTIONS BUT NO DAS/ORTHO AVAILABLE. ADJUST SPATIAL AT LATER DATE.,CHA828,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,,1,SWING,NO BREAKDOWN,,1,1,0,0,0,0,,COMBINED,POINT (-114.0416256 50.8896882)
,ALT701,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,15,SPRING TOY,MULTI BOUNCE,,,,,,,,,,POINT (-114.0893767 51.0098252)
XX ACR 2,AUB201,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,1,SWING,NO BREAKDOWN,,2,2,0,0,0,0,,SENIOR,POINT (-113.9619225 50.8961071)
,HIL490,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,450490,5,SPINNING TOY,SPINNING POLE,ROMPERLAND,,,,,,,,SENIOR,POINT (-114.099202 51.0500677)
,MRL516,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,360516,1,SWING,NO BREAKDOWN,BLUE IMP,1,1,0,0,0,0,,SENIOR,POINT (-113.9773544 51.0617103)
2024-01-29: MOVED TO PG EQUIPMENT AS PER A KOCHANCZYK. INFRASTRUCTIRE LEAD,ARB352,,CALGARY PARKS,CALGARY PARKS,SEATED LEG PRESS,ACTIVE,,16,FITNESS EQUIPMENT,NO BREAKDOWN,,,,,,,,,,POINT (-114.1967537 51.1392654)
,PAN958,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,150958,12,DIGGING TOY,NO BREAKDOWN,,,,,,,,,SENIOR,POINT (-114.0792448 51.1486954)
,DOV757,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,350757,15,SPRING TOY,ANIMAL,,,,,,,,,COMBINED,POINT (-113.9712965 51.0264234)
XX ACR 2,COU670,,CALGARY PARKS,CALGARY PARKS,JUNIOR; LEANING RAIL - SEE PHOTO,ACTIVE,,4,STATIONARY TOY,TO BE IDENTIFIED,,,,,,,,,JUNIOR,POINT (-114.0840275 51.1407953)
INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION,WSP037,,CALGARY PARKS,CALGARY PARKS,SENIOR; HAND PEDALS,ACTIVE,,5,SPINNING TOY,SPINNING POLE,LANDSCAPE STRUCTURES,,,,,,,NO,SENIOR,POINT (-114.2194625 51.0658515)
,TUS610,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,120610,12,DIGGING TOY,NO BREAKDOWN,,,,,,,,NO,COMBINED,POINT (-114.2410713 51.1205049)
2024-01-29: MOVED TO PG EQUIPMENT AS PER A KOCHANCZYK. INFRASTRUCTIRE LEAD,HOU543,,CALGARY PARKS,CALGARY PARKS,AIR WALKER (DOUBLE UNIT),ACTIVE,,16,FITNESS EQUIPMENT,NO BREAKDOWN,,,,,,,,,,POINT (-114.1042546 51.0659909)
SERPENTINE,HOU542,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,450542,3,CLIMBER,RIBBON SPIRAL CLIMBER,,,,,,,,,SENIOR,POINT (-114.0988906 51.0639341)
,RUN248,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,160248,7,TEETER TOTTER SEESAW,SPRING TEETER,BLUE IMP,,,,,,,,JUNIOR,POINT (-113.9742901 51.0749461)
2011 PARKS FOUNDATION,DAL081,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,,5,SPINNING TOY,CUP BOWL OR TUB,BLUE IMP,,,,,,,,JUNIOR,POINT (-114.1598803 51.1123811)
,SDC620,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,3,CLIMBER,VERTICAL LADDER CLIMBER,,,,,,,,,,POINT (-114.0329885 50.8957788)
DOUBLE MONKEY BARS,DRG542,68 DEER RIDGE WY SE,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,3,CLIMBER,HORIZONTAL CLIMBER,JAMBETTE,,,,,,,NO,,POINT (-114.0236232 50.9277225)
ACR 2 FL ACR 2,ING030,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,,1,SWING,NO BREAKDOWN,PLAYWORKS INC,,,,,1,,,JUNIOR,POINT (-114.0274486 51.0406818)
,BOW174,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,120174,15,SPRING TOY,ANIMAL,,,,,,,,,JUNIOR,POINT (-114.2066492 51.0910209)
,HAW082,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,110082,9,MULTI PLAY COMPLEX,NO BREAKDOWN,BLUE IMP,,,,,,,NO,COMBINED,POINT (-114.1815667 51.1337814)
,BLM004,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,3,CLIMBER,BILLY GOAT BRIDGE,,,,,,,,NO,SENIOR,POINT (-114.0682797 50.8672683)
XX ACR 2,EVN008,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,1,SWING,NO BREAKDOWN,,2,2,0,0,0,0,,SENIOR,POINT (-114.1129516 51.1766872)
,TUS633,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,11,TALK TUBE,NO BREAKDOWN,LANDSCAPE STRUCTURES,,,,,,,NO,SENIOR,POINT (-114.2518961 51.1321931)
,GLR003,33 EDITH VW NW,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,6,CLIMBING WALL STRUCTURE,NO BREAKDOWN,,,,,,,,,,POINT (-114.1700739 51.187712)
,WHL493,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,5,SPINNING TOY,TO BE IDENTIFIED,,,,,,,,,SENIOR,POINT (-114.1028828 51.0584396)
,HUN630,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,150630,12,DIGGING TOY,NO BREAKDOWN,,,,,,,,,JUNIOR,POINT (-114.0678913 51.1210244)
XX ACR 2,DNC070,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,,SENIOR,POINT (-114.0699266 51.0464175)
,STR797,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,,5,SPINNING TOY,CUP BOWL OR TUB,LITTLE TIKES,,,,,,,NO,JUNIOR,POINT (-114.1673929 51.0498795)
,HID527,,CALGARY PARKS,CALGARY PARKS,DOUBLE BAY 2 BELT 2 BABY,ACTIVE,,1,SWING,NO BREAKDOWN,,2,2,,,,,,,POINT (-114.1306734 51.1478089)
,SIL253,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,120253,6,CLIMBING WALL STRUCTURE,NO BREAKDOWN,,,,,,,,,SENIOR,POINT (-114.202715 51.1169974)
,WIN310,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,1,SWING,NO BREAKDOWN,,2,2,,,,,,SENIOR,POINT (-114.0466176 51.0728253)
,TUS507,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,,15,SPRING TOY,ANIMAL,,,,,,,,,JUNIOR,POINT (-114.2392347 51.1112571)
,CRA003,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,3,CLIMBER,DOME NET OR WEB CLIMBER,GAMETIME,,,,,,,,SENIOR,POINT (-113.9841227 50.8696158)
,EDG050,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,170050,15,SPRING TOY,ANIMAL,PLAYWORLD,,,,,,,,JUNIOR,POINT (-114.1463605 51.1165689)
XX ACR 2,KEL006,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,,1,SWING,NO BREAKDOWN,,2,4,,,,,,COMBINED,POINT (-114.0871012 50.9870977)
,SNA868,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,,7,TEETER TOTTER SEESAW,SPRING TEETER,,,,,,,,,JUNIOR,POINT (-114.0984862 51.0435882)
,HUN624,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,150624,1,SWING,NO BREAKDOWN,,1,1,0,0,0,0,,COMBINED,POINT (-114.0576853 51.1170112)
,NEB824,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,340824,1,SWING,NO BREAKDOWN,,2,2,0,0,0,0,,COMBINED,POINT (-113.9538112 50.9234605)
,MAN373,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,,5,SPINNING TOY,CUP BOWL OR TUB,,,,,,,,,COMBINED,POINT (-114.0674213 51.0030668)
,SDC620,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,,,POINT (-114.0329772 50.8958059)
,THO762,,CALGARY PARKS,CALGARY PARKS,"MAINTENANCE EXPIRY DATE = 2017/12/07; CHECK WITH PROJECT MANAGER, D HARRISON, TO SEE IF FACd AFTER THIS DATE & TO HAVE FAC DOC SENT TO GIS",ACTIVE,,15,SPRING TOY,MULTI BOUNCE,,,,,,,,,,POINT (-114.0517952 51.1060321)
,HUN722,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,150722,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,,SENIOR,POINT (-114.0823934 51.1103986)
,HAR850,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,,1,SWING,NO BREAKDOWN,GAMETIME,1,1,0,0,0,0,NO,COMBINED,POINT (-114.0621589 51.143008)
,MAC757,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,170757,9,MULTI PLAY COMPLEX,NO BREAKDOWN,BLUE IMP,,,,,,,,SENIOR,POINT (-114.1151342 51.137755)
NO DAS AT TIME OF CAPTURE,RIV704,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,1,SWING,NO BREAKDOWN,GAME TIME,1,1,,,,,,,POINT (-114.0199577 50.9674918)
,CRE876,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,,COMBINED,POINT (-114.0609334 51.0571596)
,MAH450,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,1,SWING,NO BREAKDOWN,DYNAMO PLAYGROUNDS,0,0,0,0,2,0,,SENIOR,POINT (-113.9391089 50.9022517)
,MCI097,,CALGARY PARKS,LEASE HOLDER,JUNIOR/SENIOR; 2019/02/14: AS PER M SECRETO LEASE HOLDER IS TAKING FULL RESPONSIBILTY OF THESE ASSETS,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,0,0,0,0,0,0,,COMBINED,POINT (-114.0139718 51.0863336)
